customer_id,age,gender,location,income_level,education_level,platform,likes_received,comments_posted,shares,time_spent_per_week,click_through_rate,average_order_value,frequency_of_purchases,discounts_used,cart_abandonment_rate,search_trends_index,seasonal_effect,competitor_offers,sentiment_score,customer_support_queries,response_time,campaign_id,marketing_channel,ad_spent,conversion_rate,ROI,customer_response
CUST_4452,27,Female,Canada,Low,High School,Twitter,249,256,170,14.14,17.6,441.33,2,0,54.79,59.34,Summer,0,-0.45,2,63,CAMPAIGN_9,Email,5497.6,30.34,-47.72,0
CUST_4453,30,Male,India,Medium,Bachelor's,Instagram,938,443,100,30.18,69.04,499.75,29,0,21.45,43.76,Holiday,0,0.52,11,115,CAMPAIGN_3,Email,3018.02,5.55,-14.45,0
CUST_4454,18,Other,India,Medium,PhD,Instagram,444,398,248,20.27,16.41,190.28,9,0,91.06,86.19,Holiday,0,-0.13,16,98,CAMPAIGN_19,Email,7071.67,31.0,87.7,0
CUST_4455,61,Female,USA,Medium,PhD,Instagram,233,448,80,1.49,61.27,350.94,22,1,97.44,66.21,Winter,0,-0.14,10,22,CAMPAIGN_12,TV Ads,5558.3,85.98,127.73,0
CUST_4456,41,Female,USA,High,PhD,Instagram,820,371,218,21.25,40.75,305.65,18,0,23.49,89.34,None,1,-0.75,18,114,CAMPAIGN_14,Google Ads,445.19,66.61,111.93,0
CUST_4457,31,Female,Germany,High,High School,Twitter,607,393,166,1.11,98.0,456.37,23,0,72.91,61.87,Holiday,1,-0.05,12,15,CAMPAIGN_9,Social Media,8431.28,14.53,-36.57,0
CUST_4458,25,Other,USA,Low,Master's,Facebook,912,5,156,44.35,92.17,388.31,18,0,32.35,80.25,Holiday,1,-0.71,18,92,CAMPAIGN_6,Email,5751.89,30.69,161.15,0
CUST_4459,42,Male,Germany,High,PhD,Instagram,985,80,3,47.98,51.92,177.24,13,0,28.05,90.24,Holiday,1,-0.45,18,49,CAMPAIGN_14,Social Media,5808.85,32.93,-47.46,0
CUST_4460,54,Female,India,High,PhD,LinkedIn,277,174,130,36.45,30.7,211.16,29,0,75.91,99.78,Holiday,0,-0.66,14,96,CAMPAIGN_15,Email,3560.65,56.12,149.42,0
CUST_4461,25,Other,Germany,Medium,Master's,Instagram,163,435,51,15.38,55.47,75.68,22,0,41.47,94.53,Winter,0,-0.2,18,11,CAMPAIGN_20,TV Ads,382.88,36.59,-36.13,0
CUST_4462,27,Male,Germany,Medium,Bachelor's,Twitter,149,38,228,40.65,31.78,298.08,4,0,30.27,49.89,Summer,1,0.85,16,106,CAMPAIGN_12,Email,5010.41,95.03,77.69,0
CUST_4463,50,Female,Canada,Low,Bachelor's,LinkedIn,612,85,24,20.87,84.8,498.01,13,1,28.78,47.48,None,1,-0.12,2,106,CAMPAIGN_13,TV Ads,1609.85,10.44,156.3,0
CUST_4464,31,Male,India,Low,Bachelor's,Facebook,775,64,274,22.47,1.09,42.06,24,1,77.47,27.63,None,0,0.03,7,47,CAMPAIGN_5,TV Ads,2070.23,6.34,182.52,0
CUST_4465,58,Other,Germany,High,High School,Instagram,464,254,184,45.24,87.43,162.98,16,1,8.94,82.3,Summer,0,-0.95,12,60,CAMPAIGN_14,Google Ads,8061.1,28.35,-32.33,0
CUST_4466,51,Male,Germany,High,PhD,Facebook,398,230,247,6.82,65.69,318.43,13,1,74.04,64.89,None,1,-0.6,5,118,CAMPAIGN_17,Email,7689.54,39.64,-37.39,0
CUST_4467,29,Male,Canada,Medium,High School,Instagram,799,387,230,35.27,97.83,298.76,11,1,96.61,15.58,Winter,0,-0.9,14,117,CAMPAIGN_3,TV Ads,800.51,14.88,69.91,0
CUST_4468,34,Male,Germany,Low,Bachelor's,Instagram,561,184,277,28.76,91.93,141.37,16,0,11.09,89.57,Holiday,0,-0.57,12,67,CAMPAIGN_8,Social Media,2444.1,11.33,-15.99,0
CUST_4469,19,Female,India,Low,PhD,Instagram,888,177,86,23.34,7.97,168.82,17,1,32.41,33.51,None,1,-0.1,1,11,CAMPAIGN_8,Google Ads,126.29,54.97,162.59,0
CUST_4470,61,Other,Canada,Medium,High School,Instagram,328,466,60,31.71,49.33,41.12,22,1,89.16,37.47,Summer,0,0.58,4,79,CAMPAIGN_1,Google Ads,1016.78,62.08,-28.52,0
CUST_4471,58,Other,UK,Medium,High School,Instagram,633,317,94,29.24,7.7,67.31,19,0,42.43,91.58,Winter,1,0.55,12,75,CAMPAIGN_19,Email,3871.53,62.32,170.39,0
CUST_4472,43,Male,USA,Medium,PhD,Twitter,106,99,79,20.02,6.39,269.81,28,1,40.22,52.38,Summer,1,0.05,13,86,CAMPAIGN_7,Email,577.6,90.55,-41.15,0
CUST_4473,28,Female,India,Low,PhD,LinkedIn,226,323,78,14.53,84.09,373.23,4,1,62.97,46.64,Winter,1,-0.59,8,66,CAMPAIGN_14,Social Media,2543.67,55.41,65.19,0
CUST_4474,57,Female,USA,Low,Bachelor's,Facebook,723,145,182,43.49,24.59,239.58,23,1,43.79,21.86,None,1,-0.82,12,82,CAMPAIGN_7,Email,5340.08,81.94,58.41,0
CUST_4475,44,Other,UK,Medium,High School,LinkedIn,246,382,149,49.36,47.66,189.37,25,1,91.6,50.76,None,1,0.59,5,95,CAMPAIGN_20,TV Ads,8079.65,52.18,-27.18,0
CUST_4476,53,Male,Canada,Low,Master's,Instagram,685,174,58,46.04,95.98,489.16,19,0,72.93,6.38,Holiday,1,-0.16,18,20,CAMPAIGN_17,Google Ads,456.4,73.81,14.17,0
CUST_4477,44,Male,UK,Low,High School,LinkedIn,901,267,249,36.16,53.77,57.48,5,1,71.04,90.89,Summer,0,-0.17,0,12,CAMPAIGN_13,Social Media,1764.29,90.66,142.46,0
CUST_4478,64,Other,UK,High,Master's,Instagram,672,244,101,20.14,25.83,385.27,25,0,26.02,88.57,Winter,0,0.41,2,15,CAMPAIGN_11,Email,9157.79,24.88,95.67,0
CUST_4479,49,Male,Germany,High,Bachelor's,Instagram,205,243,29,21.31,31.85,148.18,21,0,63.57,55.59,None,0,0.65,15,39,CAMPAIGN_18,Email,2639.75,93.52,157.86,0
CUST_4480,55,Female,India,Low,Master's,Twitter,166,406,88,28.62,3.37,482.26,26,1,90.72,2.32,None,0,-0.37,12,74,CAMPAIGN_13,Email,1186.47,53.61,151.18,0
CUST_4481,28,Other,UK,Medium,PhD,Twitter,56,182,121,32.06,96.77,332.55,5,0,10.81,33.18,Summer,1,0.57,16,117,CAMPAIGN_10,Email,9919.14,23.43,98.75,1
CUST_4482,18,Female,USA,Low,Master's,LinkedIn,714,285,273,9.68,43.52,210.04,12,1,49.18,90.25,Summer,1,0.17,12,41,CAMPAIGN_16,Email,1478.27,36.6,156.19,0
CUST_4483,40,Female,Germany,Low,Master's,LinkedIn,96,376,171,15.27,75.42,336.23,20,0,77.86,57.1,None,1,0.65,4,1,CAMPAIGN_10,TV Ads,8067.57,51.3,99.8,1
CUST_4484,37,Other,USA,Low,PhD,LinkedIn,610,317,3,38.75,17.78,57.99,24,0,93.21,15.85,Holiday,1,-0.34,4,89,CAMPAIGN_1,Email,5726.6,21.27,-37.2,0
CUST_4485,47,Male,Canada,Medium,High School,LinkedIn,38,3,43,48.29,10.98,251.82,24,1,28.18,12.18,Summer,1,-0.5,4,11,CAMPAIGN_8,Email,1233.51,35.69,-29.01,0
CUST_4486,52,Female,UK,Low,Bachelor's,Facebook,722,184,54,27.77,5.62,483.37,2,1,91.42,37.56,Holiday,0,-0.44,14,79,CAMPAIGN_5,TV Ads,6463.86,78.95,153.54,0
CUST_4487,57,Other,USA,Low,High School,Twitter,42,341,225,7.51,33.64,499.45,22,0,6.75,81.45,Winter,0,0.17,8,114,CAMPAIGN_16,Google Ads,9524.45,6.09,-5.18,0
CUST_4488,25,Female,Canada,High,PhD,Facebook,918,336,267,34.22,99.13,241.92,10,1,99.93,18.95,None,0,0.2,11,78,CAMPAIGN_16,TV Ads,8415.64,80.48,199.01,1
CUST_4489,36,Male,Canada,High,Bachelor's,Twitter,609,127,157,25.01,69.22,58.4,11,1,35.7,22.23,Holiday,1,0.73,17,45,CAMPAIGN_5,Email,2540.53,13.21,43.16,0
CUST_4490,27,Female,India,Low,PhD,LinkedIn,834,317,57,8.93,66.09,191.17,22,1,50.72,84.53,Summer,0,-0.94,5,78,CAMPAIGN_18,Google Ads,6405.78,47.69,103.11,0
CUST_4491,38,Female,UK,High,Master's,LinkedIn,289,363,27,3.93,79.19,113.52,15,1,47.55,43.88,Holiday,1,0.86,19,115,CAMPAIGN_10,Google Ads,6230.91,37.38,23.71,1
CUST_4492,56,Other,Germany,High,Bachelor's,Twitter,74,385,1,11.26,76.14,7.21,16,0,41.91,15.0,Holiday,1,0.86,13,89,CAMPAIGN_13,Social Media,7234.99,13.7,124.29,0
CUST_4493,32,Other,UK,Medium,PhD,Facebook,2,471,219,7.22,25.04,126.3,28,1,45.39,63.74,Holiday,0,0.08,7,34,CAMPAIGN_12,Google Ads,4766.62,10.03,182.0,0
CUST_4494,29,Female,Germany,High,PhD,Twitter,173,420,58,26.44,85.1,55.59,19,1,76.06,6.07,None,0,-0.41,14,95,CAMPAIGN_11,Email,364.38,16.26,179.22,0
CUST_4495,56,Other,USA,Medium,Bachelor's,Facebook,240,161,249,7.45,71.1,102.16,4,0,15.76,74.93,None,0,-0.06,12,112,CAMPAIGN_17,Social Media,3488.16,78.47,-49.98,0
CUST_4496,23,Female,Canada,Medium,High School,Facebook,502,30,63,41.21,54.97,449.51,8,1,96.79,59.6,Holiday,1,-0.68,0,1,CAMPAIGN_17,TV Ads,8900.9,86.33,80.76,0
CUST_4497,45,Other,Canada,High,Master's,Facebook,198,498,281,35.0,21.82,488.64,7,1,56.55,33.66,Winter,1,-0.12,13,113,CAMPAIGN_15,Email,7426.31,56.66,182.0,0
CUST_4498,26,Female,USA,Low,High School,Facebook,201,419,57,22.69,43.06,402.97,7,1,51.23,18.04,Winter,1,0.05,9,42,CAMPAIGN_18,TV Ads,2217.54,35.18,116.25,0
CUST_4499,40,Other,USA,Low,Bachelor's,Instagram,197,320,73,20.27,8.74,87.75,17,0,52.84,21.15,Holiday,1,-0.79,0,44,CAMPAIGN_1,Social Media,2242.43,89.09,54.92,0
CUST_4500,46,Female,UK,Low,Bachelor's,LinkedIn,400,74,59,20.39,64.41,469.58,1,0,86.14,39.98,Summer,1,-0.92,15,65,CAMPAIGN_16,Email,4393.82,17.19,-12.97,0
CUST_4501,27,Female,India,High,Bachelor's,LinkedIn,564,297,174,40.6,85.17,360.08,2,0,67.32,48.95,Winter,0,-0.77,15,13,CAMPAIGN_7,TV Ads,3512.25,35.2,-43.21,0
CUST_4502,19,Female,Germany,Low,High School,LinkedIn,629,309,152,16.18,5.81,33.84,13,0,19.52,99.58,None,1,-0.51,9,56,CAMPAIGN_17,Social Media,1716.8,0.77,76.01,0
CUST_4503,50,Male,Canada,Medium,Bachelor's,Instagram,971,460,207,38.13,31.84,384.93,11,0,4.97,13.93,Holiday,1,0.61,12,70,CAMPAIGN_8,TV Ads,7599.61,26.2,93.02,0
CUST_4504,55,Female,India,Medium,Bachelor's,Instagram,943,56,80,31.22,54.94,321.42,10,1,53.13,5.41,Summer,1,-0.16,11,23,CAMPAIGN_7,Social Media,1737.53,85.94,168.07,0
CUST_4505,48,Other,India,Low,PhD,Instagram,481,383,31,44.07,73.44,254.74,15,0,68.92,50.35,Holiday,0,0.13,18,107,CAMPAIGN_7,TV Ads,609.6,32.53,197.31,1
CUST_4506,52,Female,UK,Medium,PhD,Facebook,246,94,18,37.99,26.39,302.47,18,0,95.99,52.77,None,1,-0.69,19,67,CAMPAIGN_20,Email,7896.46,68.36,159.49,0
CUST_4507,20,Other,USA,Medium,PhD,Instagram,209,426,27,31.14,93.48,66.77,27,0,11.12,98.55,Holiday,1,0.56,12,6,CAMPAIGN_13,Social Media,7492.62,70.61,196.48,1
CUST_4508,54,Male,Germany,Medium,Master's,Facebook,481,481,161,8.02,86.96,217.09,8,0,76.97,11.49,None,0,-0.21,1,80,CAMPAIGN_4,Google Ads,1489.62,26.03,27.9,0
CUST_4509,20,Male,India,Low,Master's,Instagram,537,297,227,42.61,30.84,90.34,25,0,55.61,41.59,Summer,1,0.38,18,12,CAMPAIGN_16,TV Ads,102.38,77.16,73.71,0
CUST_4510,27,Other,India,Low,Master's,LinkedIn,573,17,147,26.77,20.66,182.55,21,1,46.86,95.82,Holiday,1,-0.99,18,41,CAMPAIGN_15,Email,1741.31,79.2,160.3,0
CUST_4511,55,Other,Germany,Medium,Bachelor's,LinkedIn,700,426,137,32.08,47.49,206.15,18,1,8.77,41.44,None,0,-0.02,15,33,CAMPAIGN_1,TV Ads,5757.97,33.77,-43.31,0
CUST_4512,44,Female,Germany,Medium,Bachelor's,LinkedIn,968,251,157,2.5,89.23,205.27,20,1,20.69,21.83,None,0,0.6,10,67,CAMPAIGN_17,TV Ads,8461.06,85.55,186.34,1
CUST_4513,46,Male,Germany,High,Bachelor's,Twitter,598,291,137,6.68,25.7,337.8,22,1,90.96,89.08,Winter,0,0.06,14,66,CAMPAIGN_16,Google Ads,9250.93,46.7,100.09,0
CUST_4514,51,Other,India,Medium,PhD,Instagram,182,74,80,49.78,60.18,427.55,7,1,52.01,24.91,Winter,0,0.5,4,34,CAMPAIGN_14,Google Ads,5438.97,32.23,145.24,1
CUST_4515,46,Other,UK,Medium,Master's,LinkedIn,469,38,111,10.87,63.19,223.7,18,0,98.31,46.62,Holiday,0,0.84,12,71,CAMPAIGN_1,Social Media,3129.52,19.78,81.85,0
CUST_4516,58,Female,UK,High,High School,Instagram,830,244,219,14.75,81.08,444.67,26,0,82.76,27.19,Holiday,1,0.66,9,38,CAMPAIGN_5,Google Ads,7245.91,39.3,1.6,1
CUST_4517,32,Female,Germany,Medium,Master's,Twitter,716,39,79,9.0,26.45,462.53,23,0,62.16,98.34,Winter,1,-0.11,3,75,CAMPAIGN_13,Email,5656.71,69.44,84.59,0
CUST_4518,54,Female,India,Low,Bachelor's,Instagram,155,464,40,24.22,9.15,27.51,3,0,26.41,99.86,Holiday,1,0.23,9,16,CAMPAIGN_17,Email,1870.04,73.5,81.96,0
CUST_4519,31,Male,Germany,Medium,Master's,Instagram,629,295,23,2.11,42.2,372.04,23,0,96.87,86.83,None,1,-0.29,13,7,CAMPAIGN_3,Email,6773.31,41.22,61.25,0
CUST_4520,18,Female,UK,Low,Master's,LinkedIn,473,5,125,41.74,10.94,449.81,3,0,34.52,8.54,Holiday,0,-0.88,4,10,CAMPAIGN_16,Google Ads,9599.53,38.07,78.43,0
CUST_4521,37,Other,India,High,PhD,Twitter,527,369,237,35.62,24.12,160.96,29,0,16.76,58.02,None,1,0.7,19,45,CAMPAIGN_5,Email,2995.51,59.19,126.34,0
CUST_4522,51,Female,USA,Medium,Master's,Facebook,621,347,252,27.96,32.08,227.87,17,1,49.59,66.01,Winter,1,0.61,14,37,CAMPAIGN_16,TV Ads,2026.35,54.85,49.79,0
CUST_4523,59,Female,UK,Medium,Master's,Twitter,148,498,238,13.89,87.29,48.62,3,0,16.53,36.11,Holiday,1,0.38,7,97,CAMPAIGN_18,Social Media,275.25,71.1,144.89,1
CUST_4524,24,Other,Canada,Low,PhD,LinkedIn,833,26,222,14.1,44.51,245.04,13,0,99.19,52.94,Holiday,1,-0.07,8,112,CAMPAIGN_5,Social Media,8551.32,54.2,-21.58,0
CUST_4525,31,Male,Germany,Medium,High School,Twitter,264,354,145,19.87,24.51,107.34,9,1,40.06,30.45,Holiday,0,0.22,13,49,CAMPAIGN_16,Google Ads,2865.24,52.45,54.61,0
CUST_4526,30,Male,India,Low,Bachelor's,Instagram,285,53,86,32.3,6.1,67.38,22,0,46.25,49.7,Holiday,1,0.84,11,110,CAMPAIGN_10,Email,7098.33,65.04,176.66,0
CUST_4527,21,Female,UK,Low,PhD,LinkedIn,874,412,141,37.68,78.34,307.51,14,1,31.46,26.8,Winter,1,0.65,8,44,CAMPAIGN_19,Social Media,7603.5,91.59,37.01,1
CUST_4528,23,Other,Canada,High,Master's,LinkedIn,776,450,111,41.36,20.13,97.98,16,0,62.13,43.01,Holiday,1,0.7,18,29,CAMPAIGN_17,Email,5634.3,6.1,134.97,0
CUST_4529,59,Other,USA,Medium,Master's,Twitter,146,338,71,6.59,48.64,496.82,28,0,78.39,69.98,None,1,-0.73,2,106,CAMPAIGN_5,Email,9249.22,16.95,-45.12,0
CUST_4530,54,Other,India,High,Master's,Facebook,756,63,15,27.06,84.03,180.69,20,1,38.21,39.56,Holiday,1,-0.09,3,90,CAMPAIGN_9,TV Ads,3122.37,99.33,121.18,0
CUST_4531,19,Male,USA,High,PhD,Instagram,877,169,96,23.11,63.73,87.63,16,0,32.56,79.72,Summer,1,-0.78,0,37,CAMPAIGN_19,Google Ads,5108.88,57.99,-31.07,0
CUST_4532,57,Male,USA,High,Master's,LinkedIn,63,26,284,9.45,67.92,236.99,2,1,97.63,36.07,None,0,0.18,5,45,CAMPAIGN_11,TV Ads,3074.37,23.29,125.13,1
CUST_4533,26,Male,USA,Medium,High School,LinkedIn,571,270,171,30.14,99.82,116.52,7,1,56.5,49.19,Winter,1,0.41,10,110,CAMPAIGN_14,Email,4196.47,35.47,82.84,1
CUST_4534,52,Male,USA,Low,High School,Facebook,465,386,262,27.42,27.58,469.7,6,0,65.41,85.01,Summer,1,-0.95,16,33,CAMPAIGN_12,Email,7656.91,84.01,92.2,0
CUST_4535,38,Other,Germany,High,Bachelor's,LinkedIn,494,151,299,22.43,5.14,297.75,25,1,22.02,40.18,Winter,0,-0.55,16,78,CAMPAIGN_2,TV Ads,6847.28,69.5,87.31,0
CUST_4536,46,Male,India,Medium,PhD,Facebook,622,379,120,37.74,62.85,451.46,9,0,19.61,95.23,Holiday,0,-0.92,7,15,CAMPAIGN_18,TV Ads,2973.1,95.27,32.35,0
CUST_4537,56,Female,USA,High,Master's,Instagram,226,29,164,45.22,69.24,133.15,10,0,75.57,36.39,None,1,0.13,12,52,CAMPAIGN_16,Email,3277.49,43.09,163.23,1
CUST_4538,24,Other,USA,Medium,Master's,Instagram,155,14,71,26.36,60.77,359.21,2,1,34.46,1.46,Holiday,0,0.61,16,99,CAMPAIGN_13,Email,1742.61,58.21,41.62,1
CUST_4539,42,Female,Germany,Medium,Master's,Twitter,59,235,267,39.89,21.23,157.6,16,1,17.96,92.19,Summer,1,-0.12,18,58,CAMPAIGN_20,Social Media,1416.28,6.68,-10.34,0
CUST_4540,28,Female,UK,Medium,Bachelor's,Instagram,152,211,16,6.86,88.96,275.09,16,1,29.05,94.42,Summer,0,-0.11,0,88,CAMPAIGN_9,Social Media,7081.29,18.67,173.8,0
CUST_4541,51,Male,USA,High,Master's,LinkedIn,371,308,119,15.2,58.73,132.18,21,0,16.42,76.74,Winter,1,-0.95,9,97,CAMPAIGN_8,Google Ads,7656.22,8.78,118.64,0
CUST_4542,26,Other,UK,High,Master's,Instagram,757,220,202,1.31,29.04,116.48,28,1,86.05,90.39,Holiday,1,-0.03,12,70,CAMPAIGN_3,Google Ads,432.7,62.29,5.63,0
CUST_4543,20,Other,Canada,Low,Bachelor's,Facebook,499,332,155,47.18,94.02,322.11,5,0,24.37,20.69,Summer,1,-0.18,15,109,CAMPAIGN_18,TV Ads,9354.79,76.85,192.17,0
CUST_4544,36,Female,Germany,Medium,Bachelor's,Twitter,130,366,14,34.33,33.58,210.74,16,0,0.94,3.07,Summer,0,0.9,0,84,CAMPAIGN_5,Email,7322.06,7.87,137.79,0
CUST_4545,61,Other,India,High,High School,Twitter,21,349,189,9.23,97.19,386.21,18,1,48.58,35.98,None,1,0.59,15,77,CAMPAIGN_17,Google Ads,8778.6,35.45,132.85,1
CUST_4546,38,Female,UK,Low,Master's,LinkedIn,944,13,202,10.42,75.72,259.24,22,0,8.16,59.06,Winter,0,-0.32,19,14,CAMPAIGN_1,TV Ads,9870.97,86.51,166.86,0
CUST_4547,62,Male,Germany,Medium,Bachelor's,Instagram,267,180,234,5.43,29.28,86.5,16,1,48.97,76.33,None,1,-0.06,12,9,CAMPAIGN_5,Google Ads,9668.25,43.8,118.76,0
CUST_4548,24,Male,UK,Low,Master's,Twitter,145,433,109,28.25,28.23,132.56,12,1,26.61,69.89,Holiday,0,-0.25,1,75,CAMPAIGN_2,TV Ads,2847.35,23.36,46.52,0
CUST_4549,30,Other,Canada,Medium,Bachelor's,Facebook,838,461,282,20.78,27.21,380.87,3,0,19.13,99.05,Holiday,0,-0.57,7,12,CAMPAIGN_17,Email,1004.04,92.48,162.56,0
CUST_4550,61,Other,USA,Medium,PhD,Twitter,876,78,166,14.79,79.1,241.24,1,1,46.28,92.38,Holiday,1,0.36,3,34,CAMPAIGN_9,TV Ads,683.72,68.92,-14.34,1
CUST_4551,40,Female,UK,Medium,High School,Instagram,396,262,252,7.34,62.26,333.62,7,1,63.15,58.08,None,0,-0.48,7,11,CAMPAIGN_5,Social Media,1574.36,56.1,98.7,0
CUST_4552,56,Male,Canada,Low,PhD,Twitter,632,23,245,14.19,80.93,281.15,24,0,53.01,58.55,Holiday,0,-0.54,18,70,CAMPAIGN_18,Social Media,6264.71,18.47,147.08,0
CUST_4553,35,Female,USA,Medium,Bachelor's,LinkedIn,619,360,208,4.71,3.91,137.85,7,0,55.73,8.46,Summer,0,-0.83,19,73,CAMPAIGN_15,Google Ads,7680.98,20.45,61.82,0
CUST_4554,52,Female,Germany,Low,Master's,Instagram,741,80,91,10.1,82.04,265.53,4,0,31.76,33.52,Holiday,1,0.03,3,8,CAMPAIGN_13,Google Ads,2035.79,51.4,126.0,1
CUST_4555,33,Other,Canada,High,Bachelor's,Instagram,416,363,107,28.8,46.86,450.45,26,1,76.87,81.26,Winter,0,0.6,16,18,CAMPAIGN_17,TV Ads,5092.96,92.34,-3.15,0
CUST_4556,59,Other,Germany,High,Bachelor's,Twitter,608,408,275,23.66,9.48,478.56,28,1,96.31,10.47,None,0,-0.52,4,52,CAMPAIGN_16,Email,1951.64,22.29,134.03,0
CUST_4557,58,Other,USA,Low,PhD,Instagram,181,16,191,28.23,46.81,48.69,21,1,77.82,24.37,None,0,0.97,10,109,CAMPAIGN_20,Social Media,5036.85,76.64,24.76,0
CUST_4558,31,Male,Germany,Medium,High School,Facebook,675,401,225,25.55,33.29,265.0,4,0,2.19,5.46,Holiday,1,0.53,4,54,CAMPAIGN_6,Email,3855.92,21.93,110.82,0
CUST_4559,56,Female,India,High,Master's,Instagram,903,425,206,14.31,99.53,48.05,5,1,29.95,27.07,None,1,0.36,11,48,CAMPAIGN_11,Google Ads,6129.1,89.35,-20.92,1
CUST_4560,18,Male,UK,High,PhD,LinkedIn,647,50,179,45.25,78.28,161.0,17,1,17.8,17.67,None,0,0.84,17,97,CAMPAIGN_6,TV Ads,7265.77,39.34,-7.32,1
CUST_4561,21,Other,Canada,Low,Master's,Facebook,48,132,182,22.71,57.38,121.14,9,0,83.18,73.93,Holiday,0,-0.86,18,31,CAMPAIGN_11,Email,6366.22,12.96,120.71,0
CUST_4562,55,Male,Germany,Low,Bachelor's,Twitter,939,71,17,7.6,52.26,363.6,2,1,20.6,93.99,None,0,0.06,14,30,CAMPAIGN_5,Email,5575.53,70.84,-28.89,1
CUST_4563,44,Male,UK,Low,Bachelor's,Twitter,532,142,127,33.26,93.66,380.95,9,0,0.73,47.19,Holiday,1,0.77,12,108,CAMPAIGN_20,TV Ads,7443.63,83.02,169.38,1
CUST_4564,27,Female,Germany,High,High School,Instagram,685,168,208,12.86,32.91,56.54,26,0,77.3,48.31,Summer,1,-0.67,7,114,CAMPAIGN_5,TV Ads,4606.94,75.99,188.48,0
CUST_4565,26,Female,UK,Medium,High School,Instagram,991,461,235,24.96,31.59,324.44,18,0,48.1,93.18,Summer,1,0.46,14,42,CAMPAIGN_12,Email,8754.57,53.55,135.17,0
CUST_4566,32,Male,Germany,Low,Bachelor's,Instagram,773,343,33,36.14,76.3,371.51,28,1,41.12,18.77,Summer,1,-0.57,14,75,CAMPAIGN_11,TV Ads,1223.43,17.26,71.25,0
CUST_4567,45,Male,Canada,Medium,High School,Instagram,271,417,234,44.13,22.88,326.58,3,1,17.17,40.63,Holiday,1,0.62,8,28,CAMPAIGN_19,Google Ads,1560.15,98.89,95.25,0
CUST_4568,59,Male,India,Medium,Bachelor's,Twitter,74,491,101,22.63,44.49,166.25,6,1,62.74,28.24,Summer,1,0.25,6,78,CAMPAIGN_13,TV Ads,5145.45,13.54,110.71,0
CUST_4569,27,Other,India,Medium,Master's,Twitter,228,137,210,17.9,20.02,384.16,22,1,17.55,65.15,Summer,1,-0.17,6,101,CAMPAIGN_17,Email,2282.09,62.25,165.46,0
CUST_4570,49,Male,Germany,High,Bachelor's,Facebook,397,414,192,8.79,8.46,379.73,13,1,44.45,23.89,Winter,0,-0.54,5,17,CAMPAIGN_16,Google Ads,1298.53,68.23,104.94,0
CUST_4571,39,Other,UK,Low,High School,Facebook,747,355,139,35.43,44.71,469.42,25,1,8.68,95.0,Summer,0,-0.88,9,36,CAMPAIGN_16,Email,418.96,97.37,117.35,0
CUST_4572,58,Female,India,Medium,PhD,Facebook,552,6,241,49.76,21.38,438.93,25,1,99.73,41.35,Holiday,0,-0.02,4,86,CAMPAIGN_13,Google Ads,2837.85,70.47,116.47,0
CUST_4573,43,Female,USA,Low,PhD,Facebook,594,88,230,18.34,32.92,56.49,10,1,21.71,85.83,Holiday,0,-0.63,8,52,CAMPAIGN_3,TV Ads,6757.21,7.47,113.6,0
CUST_4574,54,Male,USA,Low,Master's,Twitter,502,83,190,12.09,35.26,47.07,15,1,86.58,29.41,None,1,0.62,16,23,CAMPAIGN_6,Email,8351.31,49.33,161.71,0
CUST_4575,57,Other,India,Low,High School,Instagram,769,427,59,26.4,32.98,451.96,19,0,16.62,90.19,Holiday,1,0.06,10,32,CAMPAIGN_8,TV Ads,1407.6,60.2,124.04,0
CUST_4576,32,Female,India,High,Master's,LinkedIn,322,221,32,44.29,66.22,101.54,26,1,62.78,52.76,Holiday,0,-0.51,17,86,CAMPAIGN_18,Google Ads,7064.49,23.14,181.54,0
CUST_4577,60,Female,Canada,Medium,PhD,Twitter,276,175,149,38.39,57.59,408.79,15,0,7.8,48.76,Summer,0,0.53,5,1,CAMPAIGN_14,Email,6079.23,13.2,152.55,0
CUST_4578,61,Male,Canada,High,PhD,Instagram,48,462,261,34.67,34.38,218.93,11,0,54.59,46.46,Summer,1,-0.67,2,21,CAMPAIGN_2,Social Media,6584.76,48.76,157.42,0
CUST_4579,21,Female,India,Low,PhD,LinkedIn,380,27,84,5.05,36.9,100.91,12,0,25.2,67.98,Holiday,0,-0.44,8,44,CAMPAIGN_3,TV Ads,1171.84,58.76,170.93,0
CUST_4580,54,Male,Germany,Low,PhD,Instagram,947,378,138,10.88,78.35,167.66,29,1,94.17,12.96,Winter,1,0.89,12,58,CAMPAIGN_3,Email,7128.73,47.2,54.64,1
CUST_4581,55,Other,UK,Medium,Bachelor's,Facebook,333,22,88,21.78,19.51,289.23,15,0,66.86,8.66,Winter,1,-0.29,13,94,CAMPAIGN_5,TV Ads,4855.61,51.16,173.09,0
CUST_4582,63,Male,Canada,High,Master's,Instagram,497,118,86,17.92,47.63,266.43,1,1,81.25,45.91,Winter,0,-0.87,3,87,CAMPAIGN_4,Social Media,839.04,54.27,162.8,0
CUST_4583,47,Other,USA,Medium,High School,Twitter,890,87,135,46.91,64.52,223.07,19,1,52.68,91.39,None,0,0.42,12,12,CAMPAIGN_17,Social Media,9550.83,1.8,192.11,0
CUST_4584,29,Female,India,Low,Master's,Twitter,730,336,79,6.61,93.63,44.49,13,0,69.2,37.43,Summer,0,0.31,1,65,CAMPAIGN_2,TV Ads,7201.01,40.48,-45.22,1
